input_url,final_url,status_code,category,note
https://www.linkedin.com/company/sefea-impact-sgr/,https://www.linkedin.com/company/sefea-impact-sgr/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/sienna-capital/,https://www.linkedin.com/company/sienna-capital/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/sienna-private-equity/,https://www.linkedin.com/company/sienna-private-equity/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/simest-spa/,https://www.linkedin.com/company/simest-spa/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/sinloc---sistema-iniziative-locali-spa/,https://www.linkedin.com/company/sinloc---sistema-iniziative-locali-spa/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/siryo/,https://www.linkedin.com/company/siryo/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/smart-capital-s-p-a/,https://www.linkedin.com/company/smart-capital-s-p-a/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/sofinnova-partners/,https://www.linkedin.com/company/sofinnova-partners/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/star-capital-sgr-spa/,https://www.linkedin.com/company/star-capital-sgr-spa/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/star-tech-ventures/,https://www.linkedin.com/company/star-tech-ventures/,404,NOT_FOUND,Looks like a 404 / not found
https://www.linkedin.com/company/style-capital-sgr/,https://www.linkedin.com/company/style-capital-sgr/,200,ACTIVE,Company page reachable (may still require cookies for full content)
https://www.linkedin.com/company/sici-sgr/,https://www.linkedin.com/company/sici-sgr/,404,NOT_FOUND,Looks like a 404 / not found
https://www.linkedin.com/company/swiss-life-asset-management/,https://www.linkedin.com/company/swiss-life-asset-management/,429,BLOCKED_BUT_COMPANY_URL,"Blocked by LinkedIn, but URL format is /company/"
https://www.linkedin.com/company/tages-capital-sgr/,https://www.linkedin.com/company/tages-capital-sgr/,200,ACTIVE,Company page reachable (may still require cookies for full content)
